,city,state,20th,40th,Median,60th,80th,95th,murders,murdersper100k,rapes,rapesper100k,robberies,robberiesper100k,assaults,assaultsper100k,burglaries,burglariesper100k,thefts,theftsper100k,autothefts,autotheftsper100k,arson,arsonper100k,crime index,income inequality
698,Stillwater,Oklahoma,9785,20918,29093,40641,78701,165090,3.0,6.0,27.0,53.8,7.0,14.0,100.0,199.4,207.0,412.7,856.0,1706.6,60.0,119.6,14.0,27.9,205.8,155305
699,Tahlequah,Oklahoma,12880,23709,31119,38342,73365,134871,0.0,0.0,2.0,11.8,8.0,47.3,16.0,94.6,119.0,703.9,758.0,4483.9,43.0,254.4,2.0,11.8,291.6,121991
700,Tulsa,Oklahoma,18344,34345,43045,54208,90237,190098,70.0,17.3,423.0,104.5,964.0,238.1,2757.0,681.0,5574.0,1376.7,13054.0,3224.3,3460.0,854.6,144.0,35.6,619.5,171754
701,Weatherford,Oklahoma,15840,33230,42929,51059,92315,152542,0.0,0.0,7.0,57.5,4.0,32.8,9.0,73.9,53.0,435.2,164.0,1346.7,14.0,115.0,2.0,16.4,164.1,136702
702,Woodward,Oklahoma,21641,43096,55013,68939,100554,179990,0.0,0.0,12.0,94.8,0.0,0.0,26.0,205.5,108.0,853.4,221.0,1746.3,18.0,142.2,2.0,15.8,257.9,158349
703,Yukon,Oklahoma,31555,53171,65986,76946,111000,202615,0.0,0.0,2.0,7.4,4.0,14.8,31.0,114.9,56.0,207.6,351.0,1301.4,17.0,63.0,4.0,14.8,105.0,171060
704,Albany,Oregon,21638,39512,50135,63079,91585,151250,0.0,0.0,8.0,14.9,20.0,37.2,28.0,52.1,158.0,294.2,1137.0,2117.3,111.0,206.7,10.0,18.6,155.3,129612
705,Ashland,Oregon,16936,35538,47314,59552,98966,184158,1.0,4.6,3.0,13.7,11.0,50.2,26.0,118.7,82.0,374.3,672.0,3067.4,29.0,132.4,8.0,36.5,218.4,167222
706,Beaverton,Oregon,26632,48028,59620,76871,116041,189790,1.0,1.0,60.0,60.7,32.0,32.4,79.0,79.9,157.0,158.8,1396.0,1411.6,207.0,209.3,14.0,14.2,160.6,163158
707,Bend,Oregon,24704,43833,55625,69479,108050,203881,0.0,0.0,33.0,35.2,24.0,25.6,97.0,103.4,177.0,188.7,1680.0,1791.3,103.0,109.8,12.0,12.8,150.2,179177
708,Canby,Oregon,30294,52041,62035,75621,107860,181000,0.0,0.0,10.0,56.1,8.0,44.9,10.0,56.1,43.0,241.3,167.0,937.0,16.0,89.8,4.0,22.4,131.1,150706
709,Cornelius,Oregon,28352,49263,58420,66542,92494,147685,0.0,0.0,5.0,40.0,6.0,47.9,26.0,207.8,25.0,199.8,198.0,1582.1,10.0,79.9,2.0,16.0,171.6,119333
710,Corvallis,Oregon,15167,31407,43922,58907,101794,188654,2.0,3.5,20.0,34.7,13.0,22.6,40.0,69.5,153.0,265.7,1229.0,2134.6,58.0,100.7,26.0,45.2,167.4,173487
711,Dallas,Oregon,21086,37733,51349,62652,92398,146512,0.0,0.0,9.0,55.7,4.0,24.8,34.0,210.5,34.0,210.5,281.0,1739.7,20.0,123.8,3.0,18.6,188.3,125426
712,Eugene,Oregon,15920,34198,44859,56762,95625,175233,3.0,1.8,101.0,60.0,177.0,105.2,370.0,219.8,1129.0,670.8,4602.0,2734.2,545.0,323.8,55.0,32.7,309.3,159313
713,Gresham,Oregon,21466,39539,49866,61632,94402,149850,9.0,8.0,76.0,67.6,86.0,76.5,215.0,191.2,424.0,377.0,2034.0,1808.5,1255.0,1115.9,23.0,20.5,319.2,128384
714,Hermiston,Oregon,19196,35698,49008,57380,85785,128038,0.0,0.0,3.0,17.3,4.0,23.0,40.0,230.2,49.0,282.0,390.0,2244.3,43.0,247.5,2.0,11.5,196.1,108842
715,Hillsboro,Oregon,31294,57841,70180,83276,117156,194085,1.0,0.9,80.0,74.5,60.0,55.8,127.0,118.2,209.0,194.5,1714.0,1595.4,221.0,205.7,26.0,24.2,195.7,162791
716,Keizer,Oregon,26612,45713,56832,68967,100818,154755,1.0,2.5,10.0,25.4,13.0,33.0,55.0,139.6,93.0,236.1,640.0,1624.5,93.0,236.1,10.0,25.4,163.6,128143
717,Lebanon,Oregon,14766,28549,37201,46344,70958,123577,1.0,5.9,9.0,53.5,4.0,23.8,31.0,184.2,43.0,255.6,528.0,3138.0,50.0,297.2,6.0,35.7,265.8,108811
718,McMinnville,Oregon,22115,38537,47460,58827,91819,157362,1.0,2.8,14.0,39.9,6.0,17.1,29.0,82.6,90.0,256.2,755.0,2149.5,59.0,168.0,8.0,22.8,176.6,135247
719,Medford,Oregon,19396,35471,44130,54861,87820,153221,4.0,4.8,33.0,39.9,98.0,118.4,241.0,291.1,489.0,590.6,4145.0,5006.5,302.0,364.8,36.0,43.5,406.1,133825
720,Milwaukie,Oregon,23325,45245,55880,66690,94245,146377,0.0,0.0,7.0,33.3,7.0,33.3,18.0,85.6,82.0,389.9,298.0,1416.8,95.0,451.7,2.0,9.5,173.8,123052
721,Pendleton,Oregon,19287,36498,46913,57884,84739,141743,0.0,0.0,11.0,65.0,4.0,23.6,31.0,183.1,63.0,372.2,403.0,2380.8,26.0,153.6,3.0,17.7,229.3,122456
722,Portland,Oregon,22471,45168,58423,73918,117259,225299,24.0,3.7,438.0,67.4,1045.0,160.9,1842.0,283.6,4735.0,729.1,24837.0,3824.6,7295.0,1123.3,307.0,47.3,460.2,202828
723,Redmond,Oregon,20104,36327,44121,53899,82038,129069,0.0,0.0,10.0,54.8,11.0,60.3,26.0,142.5,243.0,1331.5,1015.0,5561.6,104.0,569.9,11.0,60.3,451.7,108965
724,Roseburg,Oregon,16987,31341,41158,54689,82524,145250,0.0,0.0,9.0,40.0,18.0,80.0,26.0,115.5,151.0,671.0,1027.0,4563.4,100.0,444.3,12.0,53.3,344.1,128263
725,Salem,Oregon,21715,39304,49126,60774,92195,158069,6.0,3.5,44.0,25.9,167.0,98.5,424.0,250.1,897.0,529.0,5437.0,3206.4,861.0,507.8,34.0,20.1,313.3,136354
726,Sherwood,Oregon,40565,69181,86111,99785,140105,209737,0.0,0.0,10.0,51.4,2.0,10.3,4.0,20.5,15.0,77.0,198.0,1016.8,15.0,77.0,1.0,5.1,100.5,169172
727,Springfield,Oregon,18390,32898,39670,47645,75069,119260,1.0,1.6,25.0,40.1,41.0,65.8,102.0,163.7,238.0,381.9,2063.0,3310.4,165.0,264.8,17.0,27.3,268.1,100870
728,Tigard,Oregon,27623,50332,65505,85097,132867,211177,0.0,0.0,22.0,41.9,40.0,76.2,39.0,74.3,164.0,312.2,1179.0,2244.7,86.0,163.7,4.0,7.6,195.9,183554
729,Troutdale,Oregon,28500,51089,62992,76393,110056,176663,0.0,0.0,4.0,24.1,10.0,60.2,15.0,90.3,85.0,511.7,397.0,2390.1,61.0,367.2,,,216.2,148163
730,Tualatin,Oregon,27278,56191,71896,95204,135874,229683,0.0,0.0,11.0,39.6,15.0,54.0,14.0,50.4,109.0,392.4,695.0,2501.7,48.0,172.8,4.0,14.4,199.3,202405
731,Wilsonville,Oregon,31335,51517,63097,76198,127858,232301,0.0,0.0,6.0,28.8,6.0,28.8,5.0,24.0,51.0,245.0,374.0,1796.4,36.0,172.9,2.0,9.6,139.3,200966
732,Woodburn,Oregon,21363,36930,44228,54585,80968,120714,0.0,0.0,13.0,50.3,24.0,92.9,49.0,189.6,115.0,444.9,609.0,2356.1,133.0,514.5,10.0,38.7,272.6,99351
733,Carlisle,Pennsylvania,18899,37532,46971,58516,97500,178304,1.0,5.2,5.0,26.0,12.0,62.4,17.0,88.4,33.0,171.6,332.0,1726.2,5.0,26.0,2.0,10.4,150.7,159405
734,Chambersburg,Pennsylvania,17944,33202,42432,51082,77838,130453,2.0,9.6,4.0,19.3,19.0,91.5,31.0,149.3,72.0,346.9,512.0,2466.6,17.0,81.9,3.0,14.5,221.5,112509
735,Hanover,Pennsylvania,21211,36902,45241,55621,88422,137344,0.0,0.0,2.0,12.8,10.0,64.1,24.0,153.8,32.0,205.0,340.0,2178.6,6.0,38.4,1.0,6.4,164.8,116133
736,Indiana,Pennsylvania,8043,18869,28103,38525,64635,126643,2.0,14.3,8.0,57.2,4.0,28.6,107.0,765.2,43.0,307.5,196.0,1401.6,4.0,28.6,0.0,0.0,315.9,118600
737,Lansdale,Pennsylvania,28965,50552,61095,71103,103528,153969,0.0,0.0,6.0,36.2,2.0,12.1,8.0,48.3,21.0,126.8,219.0,1322.4,6.0,36.2,4.0,24.2,106.9,125004
738,Norristown,Pennsylvania,17223,35431,44168,55253,88808,150628,4.0,11.6,6.0,17.5,103.0,299.6,74.0,215.3,67.0,194.9,463.0,1346.9,44.0,128.0,2.0,5.8,247.9,133405
739,Phoenixville,Pennsylvania,27167,46603,57769,70067,107341,166289,2.0,11.8,0.0,0.0,2.0,11.8,25.0,147.4,7.0,41.3,180.0,1061.6,6.0,35.4,1.0,5.9,104.8,139122
740,Plum,Pennsylvania,35705,60352,71204,83118,117524,185863,1.0,3.6,2.0,7.3,5.0,18.2,63.0,229.6,30.0,109.3,76.0,277.0,8.0,29.2,1.0,3.6,85.6,150158
741,Pottstown,Pennsylvania,18237,34288,45051,54337,83780,141405,1.0,4.4,21.0,92.5,59.0,259.8,84.0,369.9,110.0,484.5,661.0,2911.1,46.0,202.6,5.0,22.0,401.3,123168
742,Wilkinsburg,Pennsylvania,15382,27640,33905,40905,64922,130117,0.0,0.0,7.0,45.1,53.0,341.3,55.0,354.2,134.0,862.8,316.0,2034.8,62.0,399.2,7.0,45.1,383.0,114735
743,Athens,Tennessee,11770,21500,29253,39657,64209,124697,0.0,0.0,12.0,87.1,15.0,108.8,96.0,696.5,141.0,1023.0,719.0,5216.6,77.0,558.7,3.0,21.8,566.6,112927
744,Bartlett,Tennessee,39308,68196,81583,92983,130197,199410,0.0,0.0,18.0,30.6,15.0,25.5,200.0,339.6,162.0,275.1,958.0,1626.6,57.0,96.8,3.0,5.1,192.1,160102
745,Brentwood,Tennessee,72440,120844,148340,177538,250001,250001,0.0,0.0,4.0,11.4,5.0,14.3,18.0,51.4,82.0,234.2,420.0,1199.3,9.0,25.7,1.0,2.9,90.1,177561
746,Bristol,Tennessee,17685,31336,38985,49086,76496,145315,2.0,7.4,14.0,51.5,8.0,29.4,86.0,316.5,137.0,504.1,704.0,2590.5,74.0,272.3,3.0,11.0,288.7,127630
747,Chattanooga,Tennessee,16414,32156,41278,51767,85173,160584,31.0,17.3,120.0,67.1,330.0,184.6,1424.0,796.6,1540.0,861.5,7818.0,4373.6,1342.0,750.8,17.0,9.5,598.4,144170
748,Clarksville,Tennessee,23199,40066,48675,58008,84621,136969,14.0,9.1,80.0,52.2,127.0,82.8,735.0,479.5,743.0,484.7,3427.0,2235.6,241.0,157.2,17.0,11.1,316.7,113770
749,Cleveland,Tennessee,15847,29558,39151,46879,79089,159031,1.0,2.2,27.0,60.3,53.0,118.4,309.0,690.1,369.0,824.1,1921.0,4290.1,225.0,502.5,3.0,6.7,495.7,143184
750,Columbia,Tennessee,16702,30776,38964,48796,73262,122957,1.0,2.6,27.0,71.0,42.0,110.4,211.0,554.8,300.0,788.8,919.0,2416.4,79.0,207.7,7.0,18.4,374.6,106255
751,Cookeville,Tennessee,10427,22135,29901,39194,67255,144900,3.0,9.1,18.0,54.8,14.0,42.6,94.0,286.1,301.0,916.0,1218.0,3706.6,135.0,410.8,3.0,9.1,377.3,134473
752,Crossville,Tennessee,12073,21278,26675,35285,60000,152875,1.0,8.7,15.0,129.8,4.0,34.6,80.0,692.3,80.0,692.3,445.0,3851.1,55.0,476.0,2.0,17.3,510.6,140802
753,Dickson,Tennessee,16555,31929,40488,50674,83047,140435,1.0,6.4,12.0,76.7,12.0,76.7,150.0,959.3,108.0,690.7,773.0,4943.4,55.0,351.7,1.0,6.4,563.3,123880
754,Dyersburg,Tennessee,13855,27412,35699,47920,77961,151847,0.0,0.0,17.0,102.3,24.0,144.5,146.0,878.9,206.0,1240.1,745.0,4484.7,44.0,264.9,3.0,18.1,588.4,137992
755,Elizabethton,Tennessee,14113,24286,30649,39193,61849,116658,0.0,0.0,3.0,21.8,8.0,58.1,47.0,341.3,159.0,1154.6,618.0,4487.7,37.0,268.7,2.0,14.5,384.9,102545
756,Franklin,Tennessee,37256,73343,88961,108077,162767,250001,2.0,3.2,14.0,22.5,9.0,14.5,79.0,127.2,115.0,185.1,921.0,1482.4,30.0,48.3,8.0,12.9,130.4,212745
757,Gallatin,Tennessee,22988,40752,49041,61117,99450,185533,0.0,0.0,7.0,19.1,9.0,24.5,110.0,299.8,55.0,149.9,403.0,1098.4,22.0,60.0,1.0,2.7,141.8,162545
758,Germantown,Tennessee,50436,86106,107376,127384,194014,250001,0.0,0.0,1.0,2.6,10.0,25.6,20.0,51.2,59.0,150.9,405.0,1036.2,27.0,69.1,4.0,10.2,77.5,199565
759,Goodlettsville,Tennessee,22453,39315,52464,65551,99333,155317,0.0,0.0,9.0,52.6,20.0,116.8,43.0,251.2,83.0,484.8,471.0,2751.3,31.0,181.1,0.0,0.0,285.8,132864
760,Hendersonville,Tennessee,31168,51755,63503,76899,118739,213839,0.0,0.0,6.0,10.3,11.0,19.0,85.0,146.5,71.0,122.3,902.0,1554.3,44.0,75.8,3.0,5.2,120.1,182671
761,Jackson,Tennessee,14776,30963,39747,50889,84681,164982,7.0,10.4,28.0,41.8,91.0,135.8,529.0,789.2,497.0,741.4,2271.0,3388.0,149.0,222.3,16.0,23.9,458.1,150206
762,Kingsport,Tennessee,16306,31045,39463,51267,85515,167163,3.0,5.7,17.0,32.2,58.0,109.8,303.0,573.8,377.0,713.9,2303.0,4360.9,204.0,386.3,4.0,7.6,440.1,150857
763,Knoxville,Tennessee,14243,27538,34556,43930,72221,138943,33.0,17.6,145.0,77.3,371.0,197.8,1127.0,600.9,1665.0,887.8,7510.0,4004.5,1036.0,552.4,12.0,6.4,543.1,124700
764,Lebanon,Tennessee,20913,34839,43003,54947,90750,170865,3.0,9.3,22.0,68.2,16.0,49.6,187.0,579.9,126.0,390.7,729.0,2260.6,84.0,260.5,3.0,9.3,342.7,149952
765,Lewisburg,Tennessee,17684,28428,35035,42713,68000,108138,1.0,8.6,2.0,17.1,6.0,51.4,70.0,599.1,57.0,487.8,197.0,1686.1,12.0,102.7,1.0,8.6,275.8,90454
766,Maryville,Tennessee,20669,40400,53090,64695,102106,176728,0.0,0.0,6.0,20.7,5.0,17.3,38.0,131.4,94.0,325.1,501.0,1732.5,44.0,152.2,3.0,10.4,152.3,156059
767,McMinnville,Tennessee,13204,23833,30136,36677,64011,112069,1.0,7.3,5.0,36.3,5.0,36.3,60.0,435.2,107.0,776.1,440.0,3191.6,42.0,304.7,2.0,14.5,347.8,98865
768,Memphis,Tennessee,15164,28632,36975,47200,78860,158023,181.0,27.7,590.0,90.4,3457.0,529.6,8849.0,1355.6,9532.0,1460.2,27576.0,4224.5,4002.0,613.1,365.0,55.9,878.0,142859
769,Morristown,Tennessee,12706,23523,31259,41913,70848,133437,2.0,6.7,12.0,40.3,23.0,77.2,185.0,621.3,210.0,705.3,1066.0,3580.3,111.0,372.8,6.0,20.2,415.5,120731
770,Murfreesboro,Tennessee,23515,42230,53241,66131,102804,171824,3.0,2.2,89.0,65.4,144.0,105.8,499.0,366.6,522.0,383.5,3548.0,2606.9,269.0,197.6,7.0,5.1,308.7,148309
771,Portland,Tennessee,23761,39257,47747,58225,82000,131478,2.0,15.7,2.0,15.7,4.0,31.5,29.0,228.2,50.0,393.4,173.0,1361.1,11.0,86.5,0.0,0.0,188.0,107717
772,Sevierville,Tennessee,18282,29300,37784,46427,78500,157042,0.0,0.0,6.0,35.3,7.0,41.2,58.0,341.4,58.0,341.4,698.0,4108.1,67.0,394.3,0.0,0.0,328.6,138760
773,Shelbyville,Tennessee,15778,29332,35620,44858,66941,112017,0.0,0.0,12.0,55.5,13.0,60.1,148.0,684.6,125.0,578.2,495.0,2289.8,47.0,217.4,3.0,13.9,348.8,96239
774,Soddy-Daisy,Tennessee,19570,33533,41379,55207,87947,160936,0.0,0.0,3.0,22.6,2.0,15.1,22.0,165.9,70.0,527.7,211.0,1590.8,26.0,196.0,2.0,15.1,172.0,141366
775,Springfield,Tennessee,18088,36272,43862,53389,77507,129000,2.0,11.9,6.0,35.6,17.0,100.8,131.0,776.6,56.0,332.0,450.0,2667.6,31.0,183.8,1.0,5.9,382.4,110912
776,Tullahoma,Tennessee,18569,31900,38665,50475,82375,145938,1.0,5.2,6.0,31.0,8.0,41.3,103.0,531.3,120.0,619.0,461.0,2378.0,29.0,149.6,6.0,31.0,304.1,127369
777,Abilene,Texas,19034,35558,44108,55159,86145,147135,8.0,6.5,70.0,57.1,133.0,108.6,335.0,273.4,905.0,738.6,3113.0,2540.7,251.0,204.9,21.0,17.1,315.7,128101
778,Allen,Texas,49418,83906,102215,119091,176932,250001,2.0,2.0,24.0,23.6,30.0,29.5,44.0,43.2,155.0,152.3,1061.0,1042.5,52.0,51.1,0.0,0.0,96.7,200583
779,Amarillo,Texas,21424,39136,49684,61026,96679,167371,16.0,8.0,183.0,91.0,237.0,117.9,1082.0,538.3,1684.0,837.8,6113.0,3041.4,990.0,492.6,46.0,22.9,451.5,145947
780,Arlington,Texas,24128,43171,53574,66376,104853,182205,19.0,4.8,254.0,63.9,576.0,145.0,1205.0,303.2,1801.0,453.2,9546.0,2402.3,1360.0,342.2,29.0,7.3,320.0,158077
781,Austin,Texas,25765,47973,60939,75623,122058,238196,25.0,2.6,834.0,85.8,987.0,101.5,2186.0,224.9,4380.0,450.6,24542.0,2525.0,2079.0,213.9,76.0,7.8,298.9,212431
782,Baytown,Texas,20219,40005,49930,63236,98030,173985,6.0,7.8,38.0,49.5,108.0,140.8,136.0,177.3,506.0,659.7,1846.0,2406.7,326.0,425.0,1.0,1.3,309.4,153766
783,Beaumont,Texas,16242,32958,42395,53762,90398,178185,16.0,13.5,86.0,72.6,304.0,256.6,853.0,720.1,1259.0,1062.8,3472.0,2931.0,405.0,341.9,42.0,35.5,525.1,161943
784,Brownsville,Texas,12527,25414,34255,43836,72896,134497,5.0,2.7,79.0,42.7,133.0,71.8,259.0,139.8,661.0,356.9,4374.0,2361.6,141.0,76.1,6.0,3.2,214.6,121970
785,Bryan,Texas,18047,34029,41587,52966,85964,166207,4.0,4.7,53.0,62.8,69.0,81.7,237.0,280.7,348.0,412.1,1557.0,1844.0,123.0,145.7,16.0,18.9,254.6,148160
786,Carrollton,Texas,33671,56250,70072,86623,129260,222615,2.0,1.5,36.0,26.5,61.0,44.9,67.0,49.3,463.0,340.9,1690.0,1244.3,227.0,167.1,0.0,0.0,134.5,188944
787,Conroe,Texas,22979,39706,50517,62468,107904,206974,4.0,4.7,54.0,63.1,65.0,76.0,126.0,147.3,276.0,322.7,1479.0,1729.1,176.0,205.8,3.0,3.5,220.3,183995
788,Dallas,Texas,19460,35645,45215,56869,99244,231636,167.0,12.5,831.0,62.1,4377.0,327.0,4994.0,373.1,9874.0,737.7,24847.0,1856.3,7913.0,591.2,351.0,26.2,420.5,212176
789,Denton,Texas,19641,38199,50487,63078,98804,166058,1.0,0.7,120.0,87.7,94.0,68.7,201.0,146.9,426.0,311.3,2367.0,1729.8,298.0,217.8,0.0,0.0,230.0,146417
790,Edinburg,Texas,15353,32676,43760,54825,92415,149205,2.0,2.2,51.0,56.9,44.0,49.1,202.0,225.5,472.0,526.8,2793.0,3117.4,108.0,120.5,8.0,8.9,281.0,133852
791,Frisco,Texas,55883,97244,117642,137639,192645,250001,2.0,1.3,32.0,21.0,29.0,19.0,76.0,49.8,364.0,238.4,1961.0,1284.4,54.0,35.4,3.0,2.0,105.9,194118
792,Garland,Texas,26129,42630,53220,63316,95969,161326,8.0,3.4,129.0,54.6,319.0,135.0,292.0,123.6,1214.0,513.9,5140.0,2175.7,810.0,342.9,15.0,6.3,266.1,135197
793,Houston,Texas,19556,36519,47010,60115,105106,227985,269.0,11.5,1366.0,58.4,9773.0,418.0,14201.0,607.3,17108.0,731.7,67828.0,2900.8,11596.0,495.9,665.0,28.4,523.5,208429
794,Irving,Texas,25632,43617,54868,67310,104895,196495,8.0,3.3,54.0,22.3,228.0,94.2,259.0,107.0,969.0,400.3,4467.0,1845.4,711.0,293.7,23.0,9.5,199.4,170863
795,Killeen,Texas,23224,39466,48157,56714,83200,137355,18.0,12.3,151.0,103.5,313.0,214.5,636.0,435.9,1140.0,781.3,2403.0,1646.9,566.0,387.9,29.0,19.9,410.6,114131
796,Laredo,Texas,14182,30433,39548,51163,85301,150134,10.0,3.8,114.0,43.7,154.0,59.1,561.0,215.2,874.0,335.3,5430.0,2083.1,170.0,65.2,71.0,27.2,215.4,135952
797,Lewisville,Texas,30392,48153,57549,68170,104664,167074,3.0,2.8,51.0,48.0,71.0,66.9,155.0,146.0,340.0,320.2,1565.0,1473.6,229.0,215.6,6.0,5.6,191.9,136682
798,Longview,Texas,19453,34781,44304,54329,91086,166025,6.0,7.3,62.0,75.3,99.0,120.3,229.0,278.2,614.0,746.0,1947.0,2365.6,242.0,294.0,6.0,7.3,337.0,146572
799,Lubbock,Texas,19342,35840,45499,55361,91223,169319,6.0,2.4,177.0,70.0,471.0,186.2,2087.0,825.2,2678.0,1058.9,8933.0,3532.2,1050.0,415.2,47.0,18.6,530.3,149977
800,McAllen,Texas,16368,33204,45568,58022,95586,186580,7.0,4.9,27.0,18.7,49.0,34.0,125.0,86.7,185.0,128.3,3776.0,2619.3,46.0,31.9,8.0,5.5,168.5,170212
801,McKinney,Texas,39382,66828,83257,100956,146995,236738,2.0,1.1,46.0,25.6,68.0,37.8,151.0,83.9,297.0,165.1,1965.0,1092.1,155.0,86.1,12.0,6.7,112.9,197356
802,Mesquite,Texas,24614,41501,50804,62121,96637,154769,6.0,4.2,74.0,51.2,244.0,169.0,292.0,202.2,773.0,535.3,3642.0,2522.1,849.0,587.9,6.0,4.2,325.8,130155
803,Midland,Texas,31727,57898,71500,89252,140353,250001,2.0,1.4,37.0,26.6,59.0,42.5,279.0,200.8,431.0,310.2,2026.0,1458.0,220.0,158.3,5.0,3.6,169.8,218274
804,Mission,Texas,16868,34031,43480,53724,91766,175435,0.0,0.0,27.0,31.9,30.0,35.5,41.0,48.5,231.0,273.3,1700.0,2011.6,74.0,87.6,19.0,22.5,152.5,158567
805,Odessa,Texas,25608,46585,60619,75995,114028,204168,7.0,5.8,78.0,64.4,101.0,83.3,726.0,599.0,560.0,462.1,2386.0,1968.7,273.0,225.3,10.0,8.3,337.0,178560
806,Pasadena,Texas,21775,38140,48607,60090,94581,164115,5.0,3.2,93.0,60.4,195.0,126.6,418.0,271.4,636.0,413.0,2758.0,1790.9,379.0,246.1,23.0,14.9,267.3,142340
807,Pearland,Texas,49241,81633,96954,111828,160456,250001,1.0,1.9,34.0,63.8,22.0,41.3,29.0,54.4,364.0,683.4,921.0,1729.1,88.0,165.2,3.0,5.6,208.3,200760
808,Pharr,Texas,12358,28881,36501,45607,73034,112054,4.0,5.1,44.0,56.1,33.0,42.1,123.0,156.8,268.0,341.5,1343.0,1711.5,62.0,79.0,2.0,2.5,197.7,99696
809,Plano,Texas,39114,67729,85085,104084,161814,250001,15.0,5.2,81.0,27.9,119.0,41.0,220.0,75.8,728.0,250.7,3968.0,1366.3,339.0,116.7,25.0,8.6,141.6,210887
810,Richardson,Texas,32207,58744,74877,93117,141971,237552,3.0,2.6,25.0,21.6,97.0,83.7,68.0,58.7,389.0,335.9,1717.0,1482.4,189.0,163.2,5.0,4.3,155.2,205345
811,Tyler,Texas,20111,35390,44507,55045,90351,192632,6.0,5.7,65.0,61.3,60.0,56.5,333.0,313.8,446.0,420.3,2745.0,2586.8,146.0,137.6,4.0,3.8,283.9,172521
812,Waco,Texas,13737,26630,34099,44300,74942,150010,5.0,3.7,117.0,86.0,108.0,79.4,460.0,338.2,957.0,703.7,3741.0,2750.8,191.0,140.4,15.0,11.0,338.2,136273
813,Bountiful,Utah,33784,56688,65716,79221,119542,208599,0.0,0.0,24.0,54.2,5.0,11.3,18.0,40.6,86.0,194.1,560.0,1263.8,60.0,135.4,0.0,0.0,129.8,174815
814,Centerville,Utah,41575,69149,80729,91491,126070,231750,0.0,0.0,4.0,22.7,2.0,11.3,5.0,28.4,32.0,181.5,385.0,2183.2,35.0,198.5,2.0,11.3,143.1,190175
815,Clearfield,Utah,22341,42662,50687,60266,89469,131441,1.0,3.2,7.0,22.6,9.0,29.0,24.0,77.4,73.0,235.5,492.0,1587.4,50.0,161.3,5.0,16.1,141.6,109100
816,Clinton,Utah,47646,63284,74043,85071,110959,155620,0.0,0.0,2.0,9.1,2.0,9.1,13.0,59.5,32.0,146.4,315.0,1441.0,16.0,73.2,0.0,0.0,95.7,107974
817,Draper,Utah,51546,87673,105118,125506,180363,250001,0.0,0.0,23.0,47.7,13.0,27.0,39.0,80.9,229.0,475.1,1099.0,2280.2,260.0,539.5,6.0,12.4,230.1,198455
818,Farmington,Utah,52338,77398,95563,107140,152468,250001,0.0,0.0,4.0,16.6,2.0,8.3,8.0,33.3,36.0,149.8,260.0,1081.5,28.0,116.5,0.0,0.0,85.5,197663
819,Heber,Utah,27418,51756,63627,78038,107141,187419,0.0,0.0,4.0,26.7,2.0,13.4,10.0,66.9,27.0,180.6,131.0,876.0,23.0,153.8,2.0,13.4,98.8,160001
820,Hurricane,Utah,27685,41646,48500,59182,83202,126228,0.0,0.0,5.0,30.1,0.0,0.0,13.0,78.4,40.0,241.1,201.0,1211.4,22.0,132.6,0.0,0.0,115.7,98543
821,Kaysville,Utah,42363,72760,87975,102364,143753,212779,0.0,0.0,7.0,22.0,3.0,9.4,6.0,18.8,76.0,238.4,207.0,649.5,24.0,75.3,0.0,0.0,72.9,170416
822,Layton,Utah,33628,57215,68507,81371,114593,178319,1.0,1.3,42.0,54.5,11.0,14.3,52.0,67.5,250.0,324.5,1397.0,1813.2,83.0,107.7,11.0,14.3,167.8,144691
823,Lehi,Utah,45360,69968,81013,93337,125724,191485,0.0,0.0,23.0,36.2,8.0,12.6,18.0,28.3,142.0,223.3,697.0,1095.8,56.0,88.0,1.0,1.6,104.9,146125
824,Logan,Utah,18095,28638,36256,45379,70505,134179,1.0,2.0,23.0,45.0,1.0,2.0,23.0,45.0,94.0,184.1,547.0,1071.3,37.0,72.5,0.0,0.0,111.1,116084
825,Midvale,Utah,23300,43178,52521,62438,91605,145899,3.0,10.4,27.0,93.9,27.0,93.9,76.0,264.4,360.0,1252.7,1150.0,4001.5,134.0,466.3,2.0,7.0,462.2,122599
826,Murray,Utah,26095,47648,55483,71371,105622,174464,2.0,4.0,69.0,139.0,50.0,100.7,120.0,241.7,467.0,940.6,2469.0,4972.8,472.0,950.7,0.0,0.0,538.6,148369
827,Ogden,Utah,18399,34437,42482,51988,78271,137726,6.0,6.9,49.0,56.1,91.0,104.2,317.0,363.0,546.0,625.3,2780.0,3183.6,468.0,535.9,23.0,26.3,376.5,119327
828,Orem,Utah,26800,46259,56376,68559,102796,179556,0.0,0.0,14.0,14.1,22.0,22.2,33.0,33.3,191.0,192.8,1696.0,1712.4,129.0,130.2,2.0,2.0,117.0,152756
829,Payson,Utah,31743,49504,59706,68794,96799,144636,0.0,0.0,0.0,0.0,4.0,20.0,5.0,25.0,40.0,199.9,312.0,1559.2,18.0,90.0,0.0,0.0,94.6,112893
830,Provo,Utah,18211,32581,42600,52707,87090,156854,1.0,0.9,52.0,44.2,29.0,24.7,66.0,56.2,155.0,131.9,1764.0,1500.8,117.0,99.5,5.0,4.3,133.0,138643
831,Roy,Utah,35051,54985,64349,73474,100981,145709,1.0,2.6,20.0,52.1,3.0,7.8,25.0,65.1,84.0,218.7,397.0,1033.6,38.0,98.9,2.0,5.2,126.8,110658
