,Unnamed: 0,city,state,20th,40th,Median,60th,80th,95th,20th % of Median,40th % of Median,60th % of Median,80th % of Median,95th % of Median,murders,murdersper100k,rapes,rapesper100k,robberies,robberiesper100k,assaults,assaultsper100k,burglaries,burglariesper100k,thefts,theftsper100k,autothefts,autotheftsper100k,arson,arsonper100k,crime index,income inequality
462,462,Woburn,Massachusetts,34302,64078,83872,101074,144934,210605,0.4089803510110645,0.7639975200305227,1.2050982449446777,1.728037962609691,2.511028710415872,0.0,0.0,3.0,7.6,5.0,12.6,55.0,138.6,39.0,98.3,355.0,894.7,39.0,98.3,0.0,0.0,88.1,176303
463,463,Worcester,Massachusetts,15852,34004,45599,58310,97173,168673,0.3476392026140924,0.7457181078532424,1.278756113072655,2.131033575297704,3.6990504177723196,5.0,2.7,42.0,22.7,324.0,175.0,974.0,526.2,866.0,467.8,2784.0,1504.0,397.0,214.5,7.0,3.8,291.4,152821
464,464,Burton,Michigan,17533,33599,43586,53261,77786,132163,0.4022621942825678,0.770866792089203,1.221974946083605,1.7846556233653008,3.032235121369247,2.0,7.0,22.0,77.4,21.0,73.8,88.0,309.4,111.0,390.3,493.0,1733.5,51.0,179.3,2.0,7.0,271.0,114630
465,465,Dearborn,Michigan,17906,36285,48421,61038,100375,164861,0.3697982280415522,0.7493649449618967,1.2605687614877843,2.072964209743706,3.4047417442845047,0.0,0.0,38.0,40.5,51.0,54.3,167.0,177.9,218.0,232.2,1776.0,1891.6,278.0,296.1,11.0,11.7,199.9,146955
466,466,Detroit,Michigan,9574,19652,26249,34422,58926,109292,0.3647377042934969,0.7486761400434302,1.3113642424473313,2.24488551944836,4.163663377652482,267.0,39.8,697.0,103.9,2639.0,393.4,10193.0,1519.5,8258.0,1231.1,14045.0,2093.8,8155.0,1215.7,869.0,129.5,851.9,99718
467,467,Eastpointe,Michigan,17765,35251,44240,54420,80593,123584,0.40155967450271246,0.7968128390596745,1.2301084990958409,1.8217224231464737,2.7934900542495478,0.0,0.0,37.0,113.1,59.0,180.4,166.0,507.5,232.0,709.2,675.0,2063.5,181.0,553.3,10.0,30.6,422.5,105819
468,468,Flint,Michigan,9897,19685,25650,32984,53415,97812,0.3858479532163743,0.7674463937621833,1.285925925925926,2.0824561403508772,3.8133333333333335,37.0,38.3,104.0,107.7,272.0,281.6,1466.0,1517.5,961.0,994.8,1397.0,1446.1,274.0,283.6,45.0,46.6,700.9,87915
469,469,Holland,Michigan,22800,40293,50528,60636,88648,160496,0.4512349588347055,0.7974390436985433,1.2000474984167195,1.7544331855604813,3.176377454084864,1.0,3.0,39.0,116.0,8.0,23.8,71.0,211.2,129.0,383.8,627.0,1865.3,27.0,80.3,6.0,17.9,256.1,137696
470,470,Inkster,Michigan,10351,23672,31285,40883,63082,102408,0.3308614351925843,0.7566565446699697,1.3067923925203773,2.016365670449097,3.2733898034201694,9.0,37.0,37.0,152.1,48.0,197.3,260.0,1068.9,230.0,945.6,343.0,1410.1,89.0,365.9,8.0,32.9,620.5,92057
471,471,Jackson,Michigan,11011,21801,28697,37686,62002,113468,0.3836986444576088,0.7596961354845454,1.3132383175941735,2.160574276056731,3.9540021605045825,7.0,21.3,58.0,176.7,55.0,167.6,251.0,764.7,211.0,642.9,1052.0,3205.2,108.0,329.0,16.0,48.7,586.8,102457
472,472,Kalamazoo,Michigan,13643,27377,34767,43764,73610,141409,0.39241234503983663,0.7874421146489488,1.2587798774700147,2.117237610377657,4.067333966117295,10.0,13.1,130.0,170.5,152.0,199.3,621.0,814.3,710.0,931.0,2132.0,2795.6,332.0,435.3,46.0,60.3,597.1,127766
473,473,Kentwood,Michigan,22372,37333,49317,60045,92097,152942,0.4536366770079283,0.7570006285864914,1.2175314800170327,1.8674493582334692,3.101202425127238,1.0,1.9,29.0,55.6,24.0,46.0,117.0,224.2,175.0,335.3,955.0,1829.6,76.0,145.6,4.0,7.7,215.2,130570
474,474,Lansing,Michigan,15505,29449,36851,45698,69118,116711,0.42074841931019513,0.7991370654799056,1.2400748962036308,1.8756071748392174,3.1671053702748906,14.0,12.0,108.0,92.9,238.0,204.6,961.0,826.3,883.0,759.2,2267.0,1949.2,399.0,343.1,30.0,25.8,483.6,101206
475,475,Livonia,Michigan,33864,57931,71063,84904,122535,193713,0.4765349056471019,0.8152062254619141,1.1947708371445056,1.724315044397225,2.7259333267663903,0.0,0.0,16.0,17.1,16.0,17.1,76.0,81.2,165.0,176.3,1137.0,1214.7,129.0,137.8,6.0,6.4,107.0,159849
476,476,Midland,Michigan,21138,42328,54612,69082,109658,213962,0.3870577894968139,0.7750677506775068,1.2649600820332527,2.0079469713616054,3.9178568812715153,1.0,2.4,25.0,59.3,1.0,2.4,26.0,61.7,54.0,128.2,444.0,1053.9,10.0,23.7,0.0,0.0,118.3,192824
477,477,Muskegon,Michigan,12610,22246,27359,35281,58474,108036,0.4609086589422128,0.8131145144193866,1.289557366862824,2.137285719507292,3.94882853905479,3.0,7.8,29.0,75.6,55.0,143.3,142.0,370.0,395.0,1029.3,1467.0,3822.8,197.0,513.4,20.0,52.1,459.1,95426
478,478,Novi,Michigan,37497,69556,86193,105768,162962,250001,0.4350353276948244,0.8069796851252422,1.2271066095854652,1.8906639750327754,2.900479157240147,0.0,0.0,11.0,18.4,6.0,10.0,26.0,43.4,42.0,70.1,543.0,906.6,32.0,53.4,0.0,0.0,71.8,212504
479,479,Pontiac,Michigan,11706,23567,30152,38204,61755,106942,0.3882329530379411,0.7816065269302203,1.2670469620589015,2.048122844255771,3.546763067126559,4.0,6.7,61.0,102.1,97.0,162.4,482.0,807.0,468.0,783.5,820.0,1372.8,222.0,371.7,25.0,41.9,444.7,95236
480,480,Portage,Michigan,25583,45594,57526,72401,108058,187444,0.4447206480547926,0.7925807460974168,1.2585787296179118,1.8784201926085595,3.2584222786218406,0.0,0.0,31.0,63.4,14.0,28.6,63.0,128.9,186.0,380.6,1223.0,2502.3,59.0,120.7,3.0,6.1,221.5,161861
481,481,Roseville,Michigan,20316,34147,42036,51716,77098,124755,0.48330002854695975,0.812327528784851,1.2302788086402132,1.834094585593301,2.967813302883243,3.0,6.3,31.0,65.1,51.0,107.0,120.0,251.8,201.0,421.8,1303.0,2734.5,119.0,249.7,6.0,12.6,306.0,104439
482,482,Saginaw,Michigan,10603,21713,28871,36148,56624,97554,0.3672543382633092,0.7520695507602785,1.2520522323438745,1.961276020920647,3.378961587752416,15.0,30.9,50.0,102.9,75.0,154.4,622.0,1280.1,383.0,788.2,455.0,936.4,75.0,154.4,19.0,39.1,551.4,86951
483,483,Southfield,Michigan,20941,39912,50371,61510,97859,160545,0.41573524448591453,0.7923606837267475,1.221139147525362,1.94276468602966,3.1872506005439636,1.0,1.4,18.0,24.5,37.0,50.5,95.0,129.6,315.0,429.6,1454.0,1983.0,263.0,358.7,7.0,9.5,201.5,139604
484,484,Southgate,Michigan,23079,42039,51138,62086,91060,144886,0.45130822480347293,0.8220696937697993,1.2140873714263365,1.7806719073878525,2.8332355586843443,0.0,0.0,13.0,44.9,18.0,62.2,50.0,172.8,67.0,231.5,629.0,2173.5,78.0,269.5,3.0,10.4,213.9,121807
485,485,Taylor,Michigan,17824,33228,41897,53290,80329,125586,0.42542425471990836,0.7930878105830966,1.2719287777167816,1.9172971811824235,2.997493853975225,4.0,6.6,39.0,64.1,58.0,95.3,247.0,405.7,326.0,535.5,973.0,1598.2,181.0,297.3,23.0,37.8,299.3,107762
486,486,Troy,Michigan,38112,71448,88954,107040,158159,250001,0.42844616318546663,0.8032016547878679,1.203318569148099,1.7779863749803269,2.8104525934752793,0.0,0.0,14.0,16.6,6.0,7.1,35.0,41.6,94.0,111.8,1114.0,1324.8,67.0,79.7,1.0,1.2,91.0,211889
487,487,Walker,Michigan,22775,42100,53452,65919,95059,158917,0.4260832148469655,0.7876225398488363,1.2332372970141436,1.7783993115318417,2.9730786500037416,0.0,0.0,19.0,76.0,11.0,44.0,18.0,72.0,54.0,216.1,483.0,1933.0,15.0,60.0,1.0,4.0,185.7,136142
488,488,Warren,Michigan,20111,34701,44017,53634,82773,134979,0.4568916554967399,0.7883544993979599,1.2184837676352318,1.8804779971374697,3.0665197537315128,7.0,5.2,125.0,92.4,97.0,71.7,452.0,334.1,659.0,487.1,1804.0,1333.3,437.0,323.0,26.0,19.2,285.8,114868
489,489,Westland,Michigan,20793,35832,44808,56224,87982,144848,0.464046598821639,0.7996786288162828,1.2547759328691306,1.963533297625424,3.232637029101946,5.0,6.2,64.0,78.9,48.0,59.1,141.0,173.7,269.0,331.5,980.0,1207.5,139.0,171.3,11.0,13.6,213.1,124055
490,490,Wyandotte,Michigan,21754,42065,52020,63580,95636,147522,0.41818531334102266,0.8086312956555171,1.2222222222222223,1.8384467512495195,2.8358708189158017,0.0,0.0,17.0,68.5,6.0,24.2,33.0,133.0,54.0,217.6,316.0,1273.3,48.0,193.4,1.0,4.0,170.3,125768
491,491,Wyoming,Michigan,23919,39132,48579,58162,83016,136072,0.4923732476996233,0.8055332551102328,1.1972663084872064,1.7088865559192243,2.8010457193437492,3.0,3.9,74.0,97.2,83.0,109.0,196.0,257.4,235.0,308.6,1221.0,1603.4,210.0,275.8,11.0,14.4,277.6,112153
492,492,Andover,Minnesota,51747,84111,100358,115045,153747,232050,0.5156240658442774,0.838109567747464,1.1463460810299129,1.531985491938859,2.3122222443651728,0.0,0.0,12.0,40.5,5.0,16.9,26.0,87.7,117.0,394.8,606.0,2044.9,35.0,118.1,6.0,20.2,173.9,180303
493,493,Austin,Minnesota,19200,36307,45519,59828,91769,155679,0.42180188492717324,0.79762297062765,1.3143522485116106,2.0160592280146754,3.420088314769657,0.0,0.0,10.0,40.5,7.0,28.3,35.0,141.7,118.0,477.9,495.0,2004.7,26.0,105.3,2.0,8.1,191.3,136479
494,494,Blaine,Minnesota,40626,65936,79915,94180,132746,208525,0.5083651379590816,0.8250766439341801,1.1785021585434525,1.661089908027279,2.6093349183507475,0.0,0.0,16.0,25.1,18.0,28.2,22.0,34.5,158.0,247.4,1705.0,2670.0,78.0,122.1,7.0,11.0,169.3,167899
495,495,Bloomington,Minnesota,31957,53450,67473,81379,122016,210917,0.47362648763208987,0.7921687193395877,1.2060972537163013,1.808367791561069,3.1259466749662828,1.0,1.2,43.0,50.2,33.0,38.5,63.0,73.5,175.0,204.2,2282.0,2662.7,133.0,155.2,11.0,12.8,201.9,178960
496,496,Burnsville,Minnesota,29840,52845,66225,79845,117730,198150,0.4505851264628162,0.7979614949037372,1.2056625141562853,1.7777274443186108,2.9920724801812004,0.0,0.0,11.0,17.9,28.0,45.6,62.0,100.9,184.0,299.5,1465.0,2384.4,104.0,169.3,6.0,9.8,178.1,168310
497,497,Champlin,Minnesota,45693,69176,84042,98958,139700,200972,0.5436924394945385,0.8231122533971109,1.1774826872278146,1.662264106042217,2.391328145451084,0.0,0.0,9.0,36.9,5.0,20.5,12.0,49.1,29.0,118.8,242.0,991.1,8.0,32.8,0.0,0.0,96.0,155279
498,498,Chaska,Minnesota,37809,64360,76673,91305,141040,242233,0.49312013355418466,0.8394089183936979,1.1908364091661994,1.839500215199614,3.1592998839226323,0.0,0.0,9.0,34.1,2.0,7.6,11.0,41.7,23.0,87.2,224.0,849.0,8.0,30.3,1.0,3.8,80.4,204424
499,499,Crystal,Minnesota,30444,49277,60494,71350,102518,159104,0.5032565213078983,0.8145766522299732,1.1794558137997158,1.6946804641782656,2.6300790161007703,3.0,12.9,12.0,51.8,15.0,64.7,20.0,86.3,54.0,233.0,389.0,1678.7,22.0,94.9,3.0,12.9,195.1,128660
500,500,Duluth,Minnesota,18525,35503,45950,58097,93306,165845,0.40315560391730143,0.7726441784548422,1.2643525571273122,2.0305984766050056,3.6092491838955385,1.0,1.2,31.0,35.9,66.0,76.5,181.0,209.7,506.0,586.3,3091.0,3581.4,222.0,257.2,10.0,11.6,300.8,147320
501,501,Eagan,Minnesota,40994,69283,82855,100227,152722,250001,0.494767968137107,0.8361957636835435,1.2096674914006396,1.8432442218333234,3.01733148271076,2.0,3.0,18.0,26.9,14.0,21.0,24.0,35.9,100.0,149.7,1128.0,1688.5,42.0,62.9,6.0,9.0,124.1,209007
502,502,Edina,Minnesota,35524,71352,91847,121493,211377,250001,0.3867736561890971,0.7768571646324867,1.32277592082485,2.3014034209065075,2.7219288599518765,0.0,0.0,13.0,25.0,5.0,9.6,5.0,9.6,166.0,319.7,865.0,1665.9,30.0,57.8,0.0,0.0,118.5,214477
503,503,Faribault,Minnesota,20577,38628,50481,61877,89121,160694,0.4076187080287633,0.765198787662685,1.2257483013410986,1.7654365008617103,3.1832570670153126,0.0,0.0,17.0,71.7,7.0,29.5,45.0,189.8,94.0,396.4,415.0,1750.1,32.0,134.9,9.0,38.0,212.7,140117
504,504,Farmington,Minnesota,45948,71135,86447,99492,140293,200349,0.5315164204657189,0.8228741309704212,1.1509017085613151,1.6228787580829873,2.3175934387543813,0.0,0.0,4.0,17.5,0.0,0.0,9.0,39.3,35.0,152.7,163.0,711.3,11.0,48.0,3.0,13.1,64.8,154401
505,505,Fridley,Minnesota,27081,44516,55006,67582,100940,161843,0.4923281096607643,0.8092935316147329,1.2286296040431952,1.835072537541359,2.942279024106461,2.0,7.3,14.0,50.9,24.0,87.2,43.0,156.3,118.0,428.8,837.0,3041.9,76.0,276.2,1.0,3.6,286.5,134762
506,506,Hastings,Minnesota,30178,52782,62155,73832,112299,176813,0.48552811519588124,0.8491995816909339,1.1878690370847076,1.806757300297643,2.844710803636071,0.0,0.0,9.0,39.7,3.0,13.2,24.0,105.9,53.0,233.8,416.0,1834.9,25.0,110.3,0.0,0.0,155.5,146635
507,507,Lakeville,Minnesota,51388,84369,98864,114996,163078,250001,0.5197847548146949,0.853384447321573,1.1631736526946108,1.6495185305065545,2.528736446026865,0.0,0.0,11.0,17.5,6.0,9.5,27.0,42.9,84.0,133.4,494.0,784.7,20.0,31.8,2.0,3.2,68.7,198613
508,508,Mankato,Minnesota,18147,35354,43808,54671,87840,155484,0.41423940832724615,0.8070215485756026,1.247968407596786,2.0051132213294376,3.549214755295836,0.0,0.0,24.0,57.1,17.0,40.4,66.0,157.0,183.0,435.2,1067.0,2537.6,51.0,121.3,4.0,9.5,230.9,137337
509,509,Maplewood,Minnesota,30946,52552,63367,77078,120061,191215,0.48836144996607067,0.8293275679770228,1.216374453579939,1.8946928211845282,3.01758012845803,0.0,0.0,13.0,31.9,39.0,95.8,40.0,98.3,205.0,503.8,1537.0,3777.4,169.0,415.3,1.0,2.5,293.6,160269
510,510,Minneapolis,Minnesota,19296,40569,52611,67829,112834,219998,0.3667674060557678,0.7711125049894508,1.2892550987436087,2.144684571667522,4.181597004428732,42.0,10.0,514.0,122.7,1819.0,434.2,2239.0,534.4,3762.0,897.9,13296.0,3173.5,2388.0,570.0,107.0,25.5,590.7,200702
511,511,Minnetonka,Minnesota,36215,65986,83496,104769,161589,250001,0.4337333524959279,0.7902893551786911,1.2547786720321932,1.935290313308422,2.9941673852639648,2.0,3.8,13.0,24.6,4.0,7.6,16.0,30.3,110.0,208.3,755.0,1429.6,34.0,64.4,2.0,3.8,112.5,213786
512,512,Moorhead,Minnesota,21992,42781,55343,67395,97793,156489,0.39737636196086223,0.7730155575230833,1.217769184901433,1.7670346746652694,2.8276204759409502,1.0,2.3,26.0,60.5,11.0,25.6,52.0,120.9,130.0,302.3,655.0,1523.3,104.0,241.9,0.0,0.0,186.3,134497
513,513,Oakdale,Minnesota,32101,53694,67991,83952,120408,187879,0.4721360180023827,0.7897221691106175,1.2347516583077172,1.770940271506523,2.7632922004382934,0.0,0.0,9.0,31.9,18.0,63.9,33.0,117.1,84.0,298.1,762.0,2703.9,65.0,230.7,6.0,21.3,215.6,155778
514,514,Owatonna,Minnesota,24231,46336,56014,70307,99658,169608,0.43258828150105333,0.8272217659870746,1.2551683507694504,1.7791623522690756,3.027957296390188,0.0,0.0,8.0,31.0,6.0,23.2,18.0,69.7,64.0,248.0,372.0,1441.3,27.0,104.6,1.0,3.9,129.1,145377
515,515,Plymouth,Minnesota,39384,70090,88378,109695,169376,250001,0.4456312656996085,0.793070673697074,1.2412025617235058,1.916495055330512,2.828769603294938,0.0,0.0,16.0,20.4,15.0,19.1,32.0,40.8,181.0,231.0,755.0,963.6,28.0,35.7,0.0,0.0,87.8,210617
516,516,Ramsey,Minnesota,50394,78229,88286,102153,139827,203615,0.5708039779806537,0.886086129171103,1.1570690709738805,1.583795845320889,2.3063113064359015,0.0,0.0,6.0,22.5,2.0,7.5,6.0,22.5,41.0,153.9,360.0,1351.2,17.0,63.8,1.0,3.8,94.7,153221
517,517,Richfield,Minnesota,25585,43847,54642,68891,103357,161988,0.4682295669997438,0.8024413454851579,1.260770103583324,1.8915303246586874,2.964532776984737,1.0,2.8,26.0,72.0,30.0,83.1,36.0,99.8,143.0,396.3,712.0,1973.0,67.0,185.7,0.0,0.0,229.6,136403
518,518,Rochester,Minnesota,28489,51966,65195,80469,121374,217815,0.4369813636015032,0.797085666078687,1.2342817700743922,1.861707186133906,3.3409770687936193,1.0,0.9,61.0,52.9,46.0,39.9,116.0,100.7,288.0,249.9,1757.0,1524.8,98.0,85.0,5.0,4.3,161.5,189326
519,519,Rosemount,Minnesota,44051,76935,92939,109593,155224,245979,0.47397755517059575,0.8278010307836323,1.1791928038821162,1.6701707571633007,2.6466714726863856,1.0,4.1,4.0,16.5,4.0,16.5,5.0,20.6,30.0,123.7,175.0,721.5,3.0,12.4,1.0,4.1,69.0,201928
520,520,Roseville,Minnesota,26677,50789,63022,77178,115402,195904,0.4232966265748469,0.8058931801593094,1.2246199739773413,1.8311383326457427,3.108501793024658,1.0,2.8,11.0,30.4,31.0,85.6,46.0,127.1,215.0,594.0,1633.0,4511.5,100.0,276.3,4.0,11.1,325.1,169227
521,521,Savage,Minnesota,50555,83045,97584,116036,161190,250001,0.518066486309231,0.8510104115428759,1.1890883751434662,1.65180767338908,2.5619056402688964,0.0,0.0,7.0,22.2,6.0,19.1,13.0,41.3,49.0,155.6,378.0,1200.3,30.0,95.3,5.0,15.9,98.3,199446
522,522,Shakopee,Minnesota,37397,63737,79648,97151,144475,211825,0.46952842507030934,0.8002335275210928,1.2197544194455605,1.8139187424668541,2.6595143631980713,1.0,2.4,21.0,51.0,10.0,24.3,37.0,89.9,71.0,172.4,635.0,1542.2,51.0,123.9,0.0,0.0,154.6,174428
523,523,Shoreview,Minnesota,38800,64764,81353,99876,152747,250001,0.47693385615773237,0.7960861922731799,1.227686747876538,1.877582879549617,3.073039715806424,0.0,0.0,1.0,3.8,1.0,3.8,0.0,0.0,8.0,30.2,37.0,139.8,1.0,3.8,2.0,7.6,12.2,211201
524,524,Winona,Minnesota,17865,34781,43701,55760,88627,152207,0.4088007139424727,0.7958856776732798,1.2759433422576143,2.028031395162582,3.4829180110294957,1.0,3.7,25.0,92.3,1.0,3.7,22.0,81.3,38.0,140.4,564.0,2083.4,16.0,59.1,1.0,3.7,196.5,134342
525,525,Woodbury,Minnesota,51567,84923,101922,119900,171945,250001,0.5059457232000942,0.8332155962402622,1.176389788269461,1.6870253723435569,2.452865917073841,0.0,0.0,22.0,31.4,9.0,12.9,28.0,40.0,115.0,164.3,1113.0,1590.5,65.0,92.9,3.0,4.3,119.6,198434
526,526,Biloxi,Mississippi,16694,31136,39447,50642,80963,147117,0.4232007503739194,0.7893122417420844,1.2837985144624433,2.052450122949781,3.7294851319491977,1.0,2.2,39.0,84.3,74.0,160.0,64.0,138.3,871.0,1882.7,1933.0,4178.3,159.0,343.7,7.0,15.1,473.8,130423
527,527,Booneville,Mississippi,14325,25622,30340,41599,74226,128734,0.47214897824653923,0.8444957152274225,1.371094264996704,2.4464733025708636,4.243045484508899,0.0,0.0,2.0,22.8,1.0,11.4,3.0,34.1,49.0,557.7,147.0,1673.1,2.0,22.8,0.0,0.0,136.2,114409
528,528,Brandon,Mississippi,36345,61140,71485,86731,130285,212025,0.508428341610128,0.8552843253829475,1.2132755123452472,1.8225501853535706,2.966006854584878,0.0,0.0,1.0,4.1,3.0,12.4,23.0,95.3,18.0,74.6,189.0,783.4,17.0,70.5,0.0,0.0,68.3,175680
529,529,Brookhaven,Mississippi,12040,22331,30036,40390,83915,135011,0.40085231056066056,0.7434744972699427,1.3447196697296577,2.793814089758956,4.494972699427354,1.0,8.1,2.0,16.2,10.0,81.1,54.0,437.8,147.0,1191.8,170.0,1378.3,25.0,202.7,2.0,16.2,295.8,122971
530,530,Canton,Mississippi,12263,31063,42402,50422,81455,149388,0.28920805622376305,0.7325833687090232,1.1891420216027546,1.9210178765152588,3.523135701146172,0.0,0.0,9.0,72.1,27.0,216.4,49.0,392.8,317.0,2540.9,187.0,1498.9,13.0,104.2,0.0,0.0,447.3,137125
531,531,Clarksdale,Mississippi,10138,20803,29175,37580,60347,109588,0.3474892887746358,0.7130419880034276,1.28808911739503,2.0684490145672667,3.756229648671808,8.0,44.4,4.0,22.2,40.0,221.9,98.0,543.5,619.0,3433.2,503.0,2789.8,67.0,371.6,20.0,110.9,663.4,99450
532,532,Cleveland,Mississippi,12621,23787,31079,39484,76792,131243,0.4060941471733325,0.7653721162199556,1.270439846841919,2.470864570932141,4.222883619164066,6.0,49.3,2.0,16.4,18.0,147.9,36.0,295.7,130.0,1067.8,607.0,4986.0,12.0,98.6,4.0,32.9,497.3,118622
533,533,Clinton,Mississippi,28310,46639,58723,73435,106947,187847,0.48209389847248946,0.7942203225312058,1.250532159460518,1.82121145036868,3.198865861757744,0.0,0.0,,,15.0,59.5,63.0,250.0,71.0,281.7,406.0,1611.0,16.0,63.5,0.0,0.0,182.5,159537
534,534,Columbus,Mississippi,12327,23528,33072,40734,72216,126879,0.3727322206095791,0.7114175133043058,1.2316763425253991,2.183599419448476,3.836447750362845,1.0,4.2,4.0,16.9,16.0,67.7,79.0,334.0,336.0,1420.7,773.0,3268.5,36.0,152.2,3.0,12.7,351.5,114552
535,535,Corinth,Mississippi,13813,27796,35462,42451,64250,135998,0.38951553775872766,0.7838249393717218,1.1970842028086401,1.8117985449213243,3.8350346850149455,1.0,7.0,11.0,77.4,23.0,161.9,29.0,204.2,246.0,1731.8,740.0,5209.4,25.0,176.0,1.0,7.0,509.1,122185
536,536,Flowood,Mississippi,26726,47814,58119,70336,102444,202789,0.45984961888539033,0.8226913745935064,1.2102066449870095,1.7626593712899397,3.489203186565495,0.0,0.0,4.0,56.2,7.0,98.4,16.0,225.0,98.0,1378.0,313.0,4401.0,17.0,239.0,0.0,0.0,411.1,176063
537,537,Greenville,Mississippi,10750,20911,27344,37708,64410,137977,0.39313926272674077,0.7647381509654769,1.3790228203627852,2.3555441778818023,5.045969865418373,7.0,22.1,16.0,50.4,57.0,179.6,8.0,25.2,930.0,2930.8,961.0,3028.5,78.0,245.8,56.0,176.5,489.3,127227
538,538,Greenwood,Mississippi,7605,20030,27251,37623,71020,148743,0.27907232762100476,0.73501889838905,1.3806098858757476,2.6061428938387583,5.4582584125353195,0.0,0.0,5.0,35.3,23.0,162.6,56.0,395.9,197.0,1392.6,614.0,4340.4,19.0,134.3,2.0,14.1,438.1,141138
539,539,Grenada,Mississippi,13124,23334,30826,39457,75369,145448,0.42574450139492637,0.7569584117303575,1.2799909167585803,2.4449815091156815,4.718354635697139,3.0,20.5,0.0,0.0,22.0,150.2,68.0,464.3,212.0,1447.4,408.0,2785.6,20.0,136.5,0.0,0.0,402.5,132324
540,540,Gulfport,Mississippi,15888,28938,37037,46427,76418,134806,0.42897642897642896,0.7813267813267813,1.2535302535302535,2.0632880632880632,3.6397656397656397,10.0,13.7,26.0,35.7,82.0,112.6,181.0,248.7,562.0,772.1,2897.0,3979.8,203.0,278.9,16.0,22.0,375.1,118918
541,541,Hattiesburg,Mississippi,11011,22160,30748,40069,68049,125741,0.35810459216859636,0.7206972811239756,1.303141667750748,2.213119552491219,4.0894041888903345,3.0,6.4,9.0,19.1,43.0,91.3,75.0,159.2,347.0,736.5,1645.0,3491.4,121.0,256.8,3.0,6.4,299.0,114730
542,542,Indianola,Mississippi,13376,23151,26479,37103,67894,157775,0.5051550285131614,0.8743154952981608,1.4012236111635636,2.5640696400921485,5.958495411458137,1.0,9.8,2.0,19.7,25.0,245.7,98.0,963.1,239.0,2348.9,494.0,4855.0,1.0,9.8,0.0,0.0,661.1,144399
543,543,Jackson,Mississippi,12740,25415,32866,41856,71877,139646,0.38763463761942435,0.7732915474958925,1.2735349601411794,2.1869713381610176,4.248950282967201,60.0,35.6,,,542.0,321.9,591.0,351.0,2006.0,1191.2,4696.0,2788.6,747.0,443.6,75.0,44.5,519.3,126906
544,544,Laurel,Mississippi,12448,21828,30096,38201,69432,141308,0.41360978203083465,0.7252791068580542,1.2693048910154174,2.307017543859649,4.695241892610314,2.0,10.6,10.0,53.2,30.0,159.7,42.0,223.5,297.0,1580.6,562.0,2991.0,56.0,298.0,0.0,0.0,410.6,128860
545,545,Madison,Mississippi,48024,84264,100978,122612,176366,250001,0.4755887421022401,0.8344787973618015,1.2142446869615164,1.7465784626354255,2.475796708193864,0.0,0.0,2.0,11.1,1.0,5.5,10.0,55.4,13.0,72.1,253.0,1402.4,7.0,38.8,0.0,0.0,85.9,201977
546,546,McComb,Mississippi,10005,22090,29093,34302,56211,127638,0.3438971573918125,0.7592891760904685,1.179046506032379,1.932114254287973,4.387240917059087,1.0,7.8,,,15.0,117.1,89.0,694.7,321.0,2505.5,492.0,3840.1,20.0,156.1,0.0,0.0,537.4,117633
547,547,Meridian,Mississippi,13392,23454,30190,42483,75494,136668,0.4435905929115601,0.7768797615104339,1.4071878105332891,2.5006293474660484,4.526929446836701,9.0,23.2,18.0,46.4,89.0,229.5,78.0,201.1,435.0,1121.8,975.0,2514.3,92.0,237.2,10.0,25.8,390.7,123276
548,548,Natchez,Mississippi,10473,22660,30082,40829,66250,126725,0.34814839438867096,0.7532743833521708,1.3572568313277042,2.202313675952397,4.212652084302905,1.0,6.7,8.0,53.3,18.0,120.0,37.0,246.6,123.0,819.8,612.0,4079.2,20.0,133.3,16.0,106.6,372.5,116252
549,549,Oxford,Mississippi,8257,23529,33800,46110,80926,185860,0.24428994082840236,0.6961242603550296,1.3642011834319527,2.394260355029586,5.498816568047337,0.0,0.0,7.0,45.7,5.0,32.6,5.0,32.6,98.0,639.1,335.0,2184.7,25.0,163.0,0.0,0.0,198.0,177603
550,550,Pascagoula,Mississippi,13711,27066,36404,48439,71665,143449,0.3766344357762883,0.7434897264036919,1.3305955389517636,1.968602351389957,3.940473574332491,0.0,0.0,25.0,114.0,22.0,100.3,25.0,114.0,246.0,1121.9,1135.0,5176.0,69.0,314.7,4.0,18.2,454.9,129738
551,551,Pearl,Mississippi,20294,35193,43766,51262,77616,132410,0.4636932778869442,0.8041173513686424,1.1712745053237672,1.773431430791025,3.0254078508431204,0.0,0.0,10.0,39.2,2.0,7.8,21.0,82.3,172.0,673.7,446.0,1747.0,11.0,43.1,0.0,0.0,170.6,112116
552,552,Petal,Mississippi,24772,42575,53834,62978,91235,139346,0.4601552921945239,0.7908570791692983,1.1698554816658617,1.6947468142809377,2.588438533268938,0.0,0.0,,,2.0,18.6,1.0,9.3,37.0,344.4,41.0,381.6,12.0,111.7,0.0,0.0,55.8,114574
553,553,Picayune,Mississippi,14300,23747,33941,46060,73450,118057,0.4213193482808403,0.6996552841695884,1.3570607819451401,2.164049379806134,3.478300580418962,0.0,0.0,7.0,65.8,9.0,84.7,31.0,291.6,112.0,1053.5,380.0,3574.5,20.0,188.1,1.0,9.4,368.2,103757
